Symbol,Name,Industry,Market Cap
COLL,Collegium Pharmaceutical,Pharmaceuticals,574098160
COLM,Columbia Sportswear Company,"Textiles, Apparel & Luxury Goods",5519749049
COMM,CommScope Holding Company,Communications Equipment,1403686394
COMP,Compass,Software-Application,2664334842
COMS,ComSovereign Holding,Telecom Services,47792834
CONE,CyrusOne,Equity Real Estate Investment Trusts ...,11683991520
CONN,Conn's,Specialty Retail,546647413
CONX,CONX Corp.,Blank Check / SPAC,921857449
COO,The Cooper Companies,Health Care Equipment & Supplies,18732635936
COOK,Traeger,"Furnishings, Fixtures & Appliances",1001508985
COOL,Corner Growth Acquisition,Blank Check / SPAC,489750000
COOP,Mr. Cooper Group,Thrifts & Mortgage Finance,3497025012
COP,ConocoPhillips,"Oil, Gas & Consumable Fuels",1.27887E+11
CORR,CorEnergy Infrastructure Trust,Equity Real Estate Investment Trusts ...,48206860
CORS,Corsair Partnering,Blank Check / SPAC,287331870
CORT,Corcept Therapeutics,Pharmaceuticals,2576995840
CORZ,Core Scientific,Software-Infrastructure,2366908926
COSM,Cosmos Holdings,Health Care Providers & Services,51752939
COST,Costco Wholesale,Food & Staples Retailing,2.33794E+11
COTY,Coty Inc.,Personal Products,6886367224
COUP,Coupa Software,Software,7420254181
COUR,Coursera,Education & Training Services,2520664572
COVA,COVA Acquisition,Blank Check / SPAC,367124999
COWN,Cowen,Capital Markets,710900539
CP,Canadian Pacific Railway,Road & Rail,72683798494
CPA,Copa Holdings,Airlines,3062800854
CPAA,Conyers Park III Acquisition,Blank Check / SPAC,437324980
CPAC,Cementos Pacasmayo,Construction Materials,554398565
CPAQ,Counter Press Acquisition,Blank Check / SPAC,99448050
CPAR,Catalyst Partners Acquisition,Blank Check / SPAC,434177790
CPB,Campbell Soup Company,Food Products,12722856920
CPE,Callon Petroleum Company,"Oil, Gas & Consumable Fuels",3609686001
CPF,Central Pacific Financial,Banks,774073127
CPG,Crescent Point Energy,"Oil, Gas & Consumable Fuels",4142880254
CPHC,Canterbury Park Holding,"Hotels, Restaurants & Leisure",93526855
CPHI,China Pharma Holdings,Pharmaceuticals,18571324
CPIX,Cumberland Pharmaceuticals,Pharmaceuticals,39658132
CPK,Chesapeake Utilities,Gas Utilities,2481055184
CPLP,Capital Product Partners,"Oil, Gas & Consumable Fuels",301199675
CPNG,Coupang,Internet Retail,30583597043
CPOP,Pop Culture Group ,Advertising Agencies,31024500
CPRI,Capri Holdings,"Textiles, Apparel & Luxury Goods",7280372194
CPRT,Copart,Commercial Services & Supplies,27435651014
CPRX,Catalyst Pharmaceuticals,Biotechnology,781634424
CPS,Cooper-Standard Holdings,Auto Components,152607000
CPSH,CPS Technologies,"Electronic Equipment, Instruments & C...",54675401
CPSI,Computer Programs & Systems,Health Care Technology,498369315
CPSS,Consumer Portfolio Services,Consumer Finance,230755919
CPT,Camden Property Trust,Equity Real Estate Investment Trusts ...,17186797428
CPTK,Crown PropTech Acquisitions,Blank Check / SPAC,340860000
CPTN,Cepton,Software-Application,1076795520
CPUH,Compute Health Acquisition,Blank Check / SPAC,1051166970
CQP,Cheniere Energy Partners LP,"Oil, Gas & Consumable Fuels",26093895677
CR,Crane Co.,Machinery,5836426222
CRAI,CRA International,Professional Services,622579583
CRBP,Corbus Pharmaceuticals Holdings,Biotechnology,49971955
CRBU,Caribou Biosciences,Biotechnology,556578555
CRC,California Resources,"Oil, Gas & Consumable Fuels",3345845476
CRCT,Cricut,Computer Hardware,2379883257
CRD.A,Crawford & Company,Insurance Brokers,370476349
CRD.B,Crawford & Company,Insurance Brokers,369660188
CRDF,Cardiff Oncology,Biotechnology,97871783
CRDL,Cardiol Therapeutics,Drug Manufacturers-Specialty & Generic,82487463
CRDO,Credo Technology Group Holding,Communication Equipment,2217108218
CREC,Crescera Capital Acquisition,Blank Check / SPAC,265113004
CREG,China Recycling Energy,Commercial Services & Supplies,45197269
CRESY,Cresud SACIF y A.,Real Estate Management & Development,825130800
CREX,Creative Realities,Media,13619936
CRGY,Crescent Energy Company,Oil & Gas E&P,2755771383
CRH,CRH Plc,Construction Materials,32142858201
CRHC,Cohn Robbins Holdings,Shell Companies,1021544950
CRI,Carter's,"Textiles, Apparel & Luxury Goods",3779128233
CRIS,Curis,Biotechnology,271270398
CRK,Comstock Resources,"Oil, Gas & Consumable Fuels",2219756285
CRKN,Crown ElectroKinetics,Specialty Chemicals,26766572
CRL,Charles River Laboratories International,Life Sciences Tools & Services,13103136699
CRM,Salesforce.com,Software,1.94931E+11
CRMD,CorMedix,Pharmaceuticals,184719040
CRMT,America's Car-Mart,Specialty Retail,578901986
CRNC,Cerence,Software,1235706230
CRNT,Ceragon Networks,Communications Equipment,164456783
CRNX,Crinetics Pharmaceuticals,Biotechnology,916748031
CRON,Cronos Group,Pharmaceuticals,1158604671
CROX,Crocs,"Textiles, Apparel & Luxury Goods",4293009882
CRS,Carpenter Technology,Metals & Mining,1682191970
CRSP,CRISPR Therapeutics AG,Biotechnology,4733491684
CRSR,Corsair Gaming,"Technology Hardware, Storage & Periph...",1799279999
CRT,Cross Timbers Royalty Trust,"Oil, Gas & Consumable Fuels",97500000
CRTD,Creatd,Internet Content & Information,21965856
CRTO,Criteo,Media,1521370354
CRTX,Cortexyme,Biotechnology,143191115
CRU,Crucible Acquisition,Blank Check / SPAC,316678126
CRUS,Cirrus Logic,Semiconductors & Semiconductor Equipment,4694308824
CRVL,CorVel,Health Care Providers & Services,2760603578
CRVS,Corvus Pharmaceuticals,Biotechnology,70288231
CRWD,CrowdStrike Holdings,Software,43698253822
CRWS,Crown Crafts,"Textiles, Apparel & Luxury Goods",64815679
CRXT,Clarus Therapeutics Holdings,Drug Manufacturers-General,15758521
CRZN,Corazon Capital V838 Monoceros,Blank Check / SPAC,248125516
CS,Credit Suisse Group AG,Capital Markets,19217520634
CSBR,Champions Oncology,Life Sciences Tools & Services,108659787
CSCO,Cisco Systems,Communications Equipment,2.27192E+11
CSCW,Color Star Technology Co.,Entertainment,43953691
CSGP,CoStar Group,Professional Services,21894184950
CSGS,CSG Systems International,IT Services,2060916436
CSII,Cardiovascular Systems,Health Care Equipment & Supplies,749088303
CSIQ,Canadian Solar,Semiconductors & Semiconductor Equipment,1989520382
CSL,Carlisle Companies,Industrial Conglomerates,12083057599
CSLM,Consilium Acquisition Corp I,Blank Check / SPAC,217282500
CSPI,CSP Inc.,IT Services,33837673
CSR,Centerspace,"Electronic Equipment, Instruments & C...",1629504576
CSSE,Chicken Soup for the Soul Entertainment,Entertainment,147293679
CSTA,Constellation Acquisition I,Blank Check / SPAC,387532470
CSTE,Caesarstone,Building Products,394681500
CSTL,Castle Biosciences,Biotechnology,1015153470
CSTM,Constellium SE,Metals & Mining,2486430963
CSTR,CapStar Financial Holdings,Banks,482528587
CSV,Carriage Services,Diversified Consumer Services,784113972
CSWC,Capital Southwest,Capital Markets,564407286
CSWI,CSW Industrials,Building Products,1922993118
CSX,CSX Corporation,Road & Rail,76088696810
CTAQ,Carney Technology Acquisition II,Blank Check / SPAC,501370365
CTAS,Cintas,Commercial Services & Supplies,38308593576
CTBI,Community Trust Bancorp,Banks,753095197
CTEK,CynergisTek,Health Care Providers & Services,17801100
CTG,Computer Task Group,IT Services,138544571
CTGO,Contango ORE,Metals & Mining,163653725
CTHR,Charles & Colvard,"Textiles, Apparel & Luxury Goods",53006679
CTIB,Yunhong CTI,Household Durables,5580049
CTIC,CTI BioPharma,Biotechnology,443818143
CTK,CooTek (Cayman),Software,14986381
CTKB,Cytek Biosciences,Medical Devices,1661175037
CTLP,Cantaloupe,Information Technology Services,484798336
CTLT,Catalent,Pharmaceuticals,17217783744
CTMX,CytomX Therapeutics,Biotechnology,232798368
CTO,CTO Realty Growth,Real Estate Management & Development,382347811
CTOS,Custom Truck One Source,Trading Companies & Distributors,2065047033
CTRA,Coterra Energy,Oil & Gas E&P,20856616950
CTRE,CareTrust REIT,Equity Real Estate Investment Trusts ...,1680893806
CTRM,Castor Maritime,Marine,168405967
CTRN,Citi Trends,Specialty Retail,281783428
CTS,CTS Corporation,"Electronic Equipment, Instruments & C...",1119868126
CTSH,Cognizant Technology Solutions,IT Services,46180061135
CTSO,CytoSorbents,Health Care Equipment & Supplies,139653935
CTT,CatchMark Timber Trust,Equity Real Estate Investment Trusts ...,399711036
CTV,Innovid,Advertising Agencies,920619007
CTVA,Corteva,Chemicals,39004676059
CTXR,Citius Pharmaceuticals,Pharmaceuticals,224886190
CTXS,Citrix Systems,Software,12682959777
CUBE,CubeSmart,Equity Real Estate Investment Trusts ...,11282577386
CUBI,Customers Bancorp,Banks,1837459822
CUE,Cue Biopharma,Biotechnology,151181884
CUEN,Cuentas,Diversified Telecommunication Services,16312613
CUK,Carnival,"Hotels, Restaurants & Leisure",18794389489
CULL,Cullman Bancorp,Banks,86797030
CULP,"Culp, Inc.","Textiles, Apparel & Luxury Goods",95666932
CURI,CuriosityStream,Broadcasting,157334702
CURO,CURO Group Holdings,Consumer Finance,468015611
CURV,Torrid Holdings,Apparel Retail,827891840
CUTR,Cutera,Health Care Equipment & Supplies,763770087
CUZ,Cousins Properties,Equity Real Estate Investment Trusts ...,5919269359
CVAC,CureVac,Biotechnology,2933276927
CVBF,CVB Financial,Banks,3330862329
CVCO,Cavco Industries,Household Durables,2445761904
CVCY,Central Valley Community Bancorp,Banks,267291581
CVE,Cenovus Energy,"Oil, Gas & Consumable Fuels",32183865335
CVEO,Civeo,Commercial Services & Supplies,340632273
CVET,Covetrus,Health Care Providers & Services,2291676157
CVGI,Commercial Vehicle Group,Machinery,260074456
CVGW,Calavo Growers,Food Products,639500963
CVI,CVR Energy,"Oil, Gas & Consumable Fuels",2440892655
CVII,Churchill Capital VII,Blank Check / SPAC,1680150009
CVLG,Covenant Logistics Group,Road & Rail,368650560
CVLT,Commvault Systems,Software,2691845375
CVLY,Codorus Valley Bancorp,Banks,209141759
CVM,Cel-Sci,Biotechnology,199068206
CVNA,Carvana Co.,Specialty Retail,20209104796
CVR,Chicago Rivet & Machine Co.,Machinery,25824681
CVRX,"CVRx, Inc.",Medical Devices,139975307
CVS,CVS Health,Health Care Providers & Services,1.35805E+11
CVT,Cvent Holding,Software-Application,3603603450
CVU,CPI Aerostructures,Aerospace & Defense,40125150
CVV,CVD Equipment,Semiconductors & Semiconductor Equipment,27794696
CVX,Chevron,"Oil, Gas & Consumable Fuels",3.32836E+11
CW,Curtiss-Wright,Aerospace & Defense,5617266572
CWAN,Clearwater Analytics Holdings,Software-Application,3154744565
CWBC,Community West Bancshares,Banks,117899486
CWBR,CohBar,Biotechnology,23045877
CWCO,Consolidated Water Co.,Water Utilities,165036095
CWEN,Clearway Energy,Independent Power and Renewable Elect...,6983756277
CWEN.A,Clearway Energy,Independent Power and Renewable Elect...,6983778802
CWH,Camping World Holdings,Specialty Retail,1329951104
CWK,Cushman & Wakefield,Real Estate Management & Development,4407877102
CWST,Casella Waste Systems,Commercial Services & Supplies,4663013798
CWT,California Water Service Group,Water Utilities,3044481236
CX,CEMEX,Construction Materials,7321956348
CXAC,C5 Acquisition,Blank Check / SPAC,363867197
CXDO,Crexendo,IT Services,84572280
CXM,Sprinklr,Software-Application,2866732540
CXW,CoreCivic,Equity Real Estate Investment Trusts ...,1064522303
CYAD,Celyad Oncology,Biotechnology,48274054
CYAN,Cyanotech,Personal Products,18892215
CYBE,CyberOptics,Semiconductors & Semiconductor Equipment,269139574
CYBN,Cybin,Biotechnology,132280119
CYBR,CyberArk Software,Software,6018822509
CYCC,Cyclacel Pharmaceuticals,Biotechnology,29326911
CYCN,Cyclerion Therapeutics,Biotechnology,42954391
CYD,China Yuchai International,Machinery,470074741
CYH,Community Health Systems,Health Care Providers & Services,1541793790
CYN,Cyngn,Software-Application,35822619
CYRN,Cyren,Software,26891996
CYRX,CryoPort,Health Care Equipment & Supplies,1439658356
CYT,Cyteir Therapeutics,Biotechnology,120614769
CYTH,Cyclo Therapeutics,Drug Manufacturers-Specialty & Generic,25551868
CYTK,Cytokinetics,Biotechnology,3182099962
CYTO,Altamira Therapeutics,Biotechnology,14295958
CYXT,Cyxtera Technologies,Information Technology Services,2094579062
CZNC,Citizens & Northern,Banks,391990204
CZOO,Cazoo Group,Software-Application,1837873919
CZR,Caesars Entertainment,"Hotels, Restaurants & Leisure",16018541555
CZWI,Citizens Community Bancorp,Banks,161103085
D,Dominion Energy,Multi-Utilities,66668687284
DAC,Danaos,Marine,1970769967
DADA,Dada Nexus,Internet & Direct Marketing Retail,1649220607
DAIO,Data I/O,"Electronic Equipment, Instruments & C...",39225595
DAKT,Daktronics,"Electronic Equipment, Instruments & C...",189589054
DAL,Delta Air Lines,Airlines,20522555388
DALN,DallasNews,Media,35219377
DALS,DA32 Life Science Tech Acquisition,Blank Check / SPAC,248035500
DAN,Dana Incorporated,Auto Components,2453199861
DAO,Youdao,Diversified Consumer Services,942248127
DAOO,Crypto 1 Acquisition,Blank Check / SPAC,282900000
DAR,Darling Ingredients,Food Products,11955304393
DARE,Dare Bioscience,Health Care Equipment & Supplies,117200448
DASH,DoorDash,Internet & Direct Marketing Retail,30301304756
DATS,DatChat,Software-Application,28808178
DAVA,Endava,IT Services,5970650563
DAVE,Dave Inc.,Software-Application,2157605887
DAWN,Day One Biopharmaceuticals,Biotechnology,712801662
DB,Deutsche Bank AG,Capital Markets,21473751035
DBD,Diebold Nixdorf,"Technology Hardware, Storage & Periph...",565725244
DBGI,Digital Brands Group,Apparel Retail,22270260
DBI,Designer Brands,Specialty Retail,909588347
DBRG,DigitalBridge Group,REIT-Diversified,4088680445
DBTX,Decibel Therapeutics,Biotechnology,80253351
DBVT,DBV Technologies,Biotechnology,152064960
DBX,Dropbox,Software,7766679534
DCBO,Docebo,Software-Application,1349316584
DCFC,Tritium DCFC,Electrical Equipment & Parts,974743099
DCGO,DocGo,Medical Care Facilities,659454716
DCI,Donaldson Company,Machinery,6192727010
DCO,Ducommun,Aerospace & Defense,606270370
DCOM,Dime Community Bancshares,Thrifts & Mortgage Finance,1334934624
DCP,DCP Midstream LP,"Oil, Gas & Consumable Fuels",6445162995
DCPH,Deciphera Pharmaceuticals,Biotechnology,444412731
DCRD,Decarbonization Plus Acquisition IV,Blank Check / SPAC,390568256
DCT,Duck Creek Technologies,Software,2796493553
DCTH,Delcath Systems,Medical Devices,45682554
DD,DuPont de Nemours,Chemicals,37321187264
DDD,3D Systems,"Technology Hardware, Storage & Periph...",1852796284
DDI,DoubleDown Interactive Co.,n/a,619417525
DDL,Dingdong (Cayman),Grocery Stores,892272829
DDOG,Datadog,Software,39872847818
DDS,Dillard's,Multiline Retail,5241987035
DE,Deere & Company,Machinery,1.19486E+11
DEA,Easterly Government Properties,Equity Real Estate Investment Trusts ...,3710967292
DECK,Deckers Outdoor,"Textiles, Apparel & Luxury Goods",7012183033
DEI,Douglas Emmett,Equity Real Estate Investment Trusts ...,6868525044
DELL,Dell Technologies,"Technology Hardware, Storage & Periph...",39729655781
DEN,Denbury,"Oil, Gas & Consumable Fuels",3577732333
DENN,Denny's,"Hotels, Restaurants & Leisure",861506486
DEO,Diageo,Beverages,1.01613E+11
DERM,Journey Medical,Drug Manufacturers-Specialty & Generic,73635432
DESP,Despegar.com,Internet & Direct Marketing Retail,800533948
DFFN,Diffusion Pharmaceuticals,Biotechnology,23717947
DFH,Dream Finders Homes,Residential Construction,2030847100
DFIN,Donnelley Financial Solutions,Capital Markets,1019651004
DFS,Discover Financial Services,Consumer Finance,29763921820
DG,Dollar General,Multiline Retail,47627169738
DGICA,Donegal Group,Insurance,418643706
DGICB,Donegal Group,Insurance,423460573
DGII,Digi International,Communications Equipment,699182078
DGLY,Digital Ally,"Electronic Equipment, Instruments & C...",53756955
DGNU,Dragoneer Growth Opportunities III,Blank Check / SPAC,524348020
DGX,Quest Diagnostics,Health Care Providers & Services,16286494700
DH,Definitive Healthcare,Health Information Services,1926047485
DHAC,Digital Health Acquisition,Blank Check / SPAC,148886952
DHBC,DHB Capital,Blank Check / SPAC,350965884
DHC,Diversified Healthcare Trust,Equity Real Estate Investment Trusts ...,714595070
DHCA,DHC Acquisition,Blank Check / SPAC,376369019
DHHC,DiamondHead Holdings,Blank Check / SPAC,421762490
DHI,D.R. Horton,Household Durables,28688824246
DHIL,Diamond Hill Investment Group,Capital Markets,586698257
DHR,Danaher,Health Care Equipment & Supplies,1.87794E+11
DHT,DHT Holdings,"Oil, Gas & Consumable Fuels",915359869
DHX,DHI Group,Interactive Media & Services,285510940
DIBS,1stdibs.com,Internet Retail,298920508
DICE,DICE Therapeutics,Biotechnology,677078076
DIDI,DiDi Global,Software-Application,9115923454
DILA,DILA Capital Acquisition,Blank Check / SPAC,74506278
DIN,Dine Brands Global,"Hotels, Restaurants & Leisure",1226477664
DIOD,Diodes,Semiconductors & Semiconductor Equipment,3700775355
DIS,The Walt Disney Company,Entertainment,2.39868E+11
DISA,Disruptive Acquisition I,Blank Check / SPAC,334125019
DISCA,Discovery,Media,12135054315
DISCB,Discovery,Media,12924120055
DISCK,Discovery,Media,12158255088
DISH,DISH Network,Media,15896630269
DIT,AMCON Distributing Company,Distributors,100076527
DJCO,Daily Journal,Media,425947567
DK,Delek US Holdings,"Oil, Gas & Consumable Fuels",1651618675
DKDCA,Data Knights Acquisition,Blank Check / SPAC,151847034
DKL,Delek Logistics Partners LP,"Oil, Gas & Consumable Fuels",1797956465
DKNG,DraftKings,"Hotels, Restaurants & Leisure",6583786486
DKS,Dick's Sporting Goods,Specialty Retail,9320527818
DLA,Delta Apparel,"Textiles, Apparel & Luxury Goods",192796398
DLB,Dolby Laboratories,"Electronic Equipment, Instruments & C...",7190387160
DLCA,Deep Lake Capital Acquisition,Blank Check / SPAC,253057480
DLHC,DLH Holdings,Professional Services,204924778
DLNG,Dynagas LNG Partners,"Oil, Gas & Consumable Fuels",105622311
DLO,DLocal,Software-Infrastructure,7204583930
DLPN,Dolphin Entertainment,Entertainment,31432678
DLR,Digital Realty Trust,Equity Real Estate Investment Trusts ...,39401603066
DLTH,Duluth Holdings,Internet & Direct Marketing Retail,428490012
DLTR,Dollar Tree,Multiline Retail,33073031120
DLX,Deluxe,Commercial Services & Supplies,1312803305
DM,Desktop Metal,Computer Hardware,1245895936
DMAC,DiaMedica Therapeutics,Biotechnology,67155568
DMAQ,Deep Medicine Acquisition,Blank Check / SPAC,163017344
